"County"	"County Code"	"Deaths"	"Population"	"Crude Rate"	"Age Adjusted Rate"	"% of Total Deaths"
	"Orange County, FL"	"12095"	121970	19730191	618.2	743.7	0.3%
	"Osceola County, FL"	"12097"	29455	4489524	656.1	742.0	0.1%
	"Palm Beach County, FL"	"12099"	244093	23172092	1053.4	624.0	0.5%
	"Pasco County, FL"	"12101"	98968	7806291	1267.8	807.0	0.2%
	"Pinellas County, FL"	"12103"	212377	16678563	1273.4	764.9	0.5%
	"Polk County, FL"	"12105"	103504	10292483	1005.6	782.7	0.2%
	"Putnam County, FL"	"12107"	16597	1310257	1266.7	968.7	0.0%
	"St. Johns County, FL"	"12109"	25557	3152203	810.8	664.5	0.1%
	"St. Lucie County, FL"	"12111"	47416	4566718	1038.3	713.7	0.1%
	"Santa Rosa County, FL"	"12113"	20151	2606198	773.2	830.0	0.0%
	"Sarasota County, FL"	"12115"	89923	6648913	1352.4	624.8	0.2%
	"Seminole County, FL"	"12117"	51413	7400463	694.7	703.4	0.1%
	"Sumter County, FL"	"12119"	19046	1511379	1260.2	616.8	0.0%
	"Suwannee County, FL"	"12121"	8902	719068	1238.0	943.6	0.0%
	"Taylor County, FL"	"12123"	4089	383788	1065.4	948.0	0.0%
	"Union County, FL"	"12125"	3395	265165	1280.3	1461.0	0.0%
	"Volusia County, FL"	"12127"	110966	8749159	1268.3	815.2	0.2%
	"Wakulla County, FL"	"12129"	4021	505308	795.8	920.7	0.0%
	"Walton County, FL"	"12131"	9079	939231	966.6	829.3	0.0%
	"Washington County, FL"	"12133"	4772	418507	1140.2	978.2	0.0%
	"Appling County, GA"	"13001"	3424	323665	1057.9	1029.2	0.0%
	"Atkinson County, GA"	"13003"	1312	146016	898.5	1104.7	0.0%
	"Bacon County, GA"	"13005"	2234	193789	1152.8	1163.1	0.0%
	"Baker County, GA"	"13007"	609	66099	921.3	794.8	0.0%
	"Baldwin County, GA"	"13009"	7147	825481	865.8	926.1	0.0%
	"Banks County, GA"	"13011"	2369	306936	771.8	836.0	0.0%
	"Barrow County, GA"	"13013"	8172	1122506	728.0	916.7	0.0%
	"Bartow County, GA"	"13015"	13344	1674218	797.0	942.1	0.0%
	"Ben Hill County, GA"	"13017"	3761	313670	1199.0	1103.2	0.0%
	"Berrien County, GA"	"13019"	3408	325365	1047.4	995.2	0.0%
	"Bibb County, GA"	"13021"	30241	2778108	1088.5	1047.8	0.1%
	"Bleckley County, GA"	"13023"	2413	224618	1074.3	946.0	0.0%
	"Brantley County, GA"	"13025"	2865	307124	932.8	997.6	0.0%
	"Brooks County, GA"	"13027"	3374	289622	1165.0	978.8	0.0%
	"Bryan County, GA"	"13029"	3668	519307	706.3	951.3	0.0%
	"Bulloch County, GA"	"13031"	8040	1182866	679.7	909.1	0.0%
	"Burke County, GA"	"13033"	4213	411222	1024.5	1095.8	0.0%
	"Butts County, GA"	"13035"	4093	402871	1016.0	1041.7	0.0%
	"Calhoun County, GA"	"13037"	1238	115171	1074.9	1050.7	0.0%
	"Camden County, GA"	"13039"	4829	871409	554.2	841.8	0.0%
	"Candler County, GA"	"13043"	2329	188042	1238.6	1077.0	0.0%
	"Carroll County, GA"	"13045"	16084	1882752	854.3	999.1	0.0%
	"Catoosa County, GA"	"13047"	9279	1100099	843.5	833.8	0.0%
	"Charlton County, GA"	"13049"	1780	216280	823.0	908.7	0.0%
	"Chatham County, GA"	"13051"	41041	4621071	888.1	875.9	0.1%
	"Chattahoochee County, GA"	"13053"	621	237750	261.2	917.7	0.0%
	"Chattooga County, GA"	"13055"	5326	459852	1158.2	1027.4	0.0%
	"Cherokee County, GA"	"13057"	19228	3511524	547.6	760.5	0.0%
	"Clarke County, GA"	"13059"	12030	2039828	589.8	821.3	0.0%
	"Clay County, GA"	"13061"	854	57737	1479.1	1034.6	0.0%
	"Clayton County, GA"	"13063"	25234	4639659	543.9	897.6	0.1%
	"Clinch County, GA"	"13065"	1359	123334	1101.9	1163.8	0.0%
	"Cobb County, GA"	"13067"	64638	12096905	534.3	743.5	0.1%
	"Coffee County, GA"	"13069"	6449	736212	876.0	995.4	0.0%
	"Colquitt County, GA"	"13071"	8116	796399	1019.1	1005.3	0.0%
	"Columbia County, GA"	"13073"	12434	2090907	594.7	730.5	0.0%
	"Cook County, GA"	"13075"	3219	299482	1074.9	1048.4	0.0%
	"Coweta County, GA"	"13077"	14347	2094268	685.1	850.9	0.0%
	"Crawford County, GA"	"13079"	1922	227360	845.4	907.3	0.0%
	"Crisp County, GA"	"13081"	4419	410282	1077.1	971.7	0.0%
	"Dade County, GA"	"13083"	2966	290843	1019.8	977.0	0.0%
	"Dawson County, GA"	"13085"	2841	368126	771.7	894.7	0.0%
	"Decatur County, GA"	"13087"	5485	498616	1100.0	1016.5	0.0%
	"DeKalb County, GA"	"13089"	73301	12410225	590.7	749.8	0.2%
	"Dodge County, GA"	"13091"	4005	372098	1076.3	1023.6	0.0%
	"Dooly County, GA"	"13093"	2127	242363	877.6	834.8	0.0%
	"Dougherty County, GA"	"13095"	15900	1696989	937.0	956.8	0.0%
	"Douglas County, GA"	"13097"	13866	2163568	640.9	900.6	0.0%
	"Early County, GA"	"13099"	2572	204043	1260.5	1026.1	0.0%
	"Echols County, GA"	"13101"	440	70640	622.9	839.6	0.0%
	"Effingham County, GA"	"13103"	5831	870172	670.1	905.0	0.0%
	"Elbert County, GA"	"13105"	4453	362904	1227.0	1010.5	0.0%
	"Emanuel County, GA"	"13107"	4759	399657	1190.8	1109.5	0.0%
	"Evans County, GA"	"13109"	2084	194606	1070.9	1028.3	0.0%
	"Fannin County, GA"	"13111"	5127	406466	1261.4	893.9	0.0%
	"Fayette County, GA"	"13113"	12090	1850457	653.4	686.8	0.0%
	"Floyd County, GA"	"13115"	18096	1702191	1063.1	961.7	0.0%
	"Forsyth County, GA"	"13117"	13508	2825676	478.0	692.2	0.0%
	"Franklin County, GA"	"13119"	4615	389865	1183.7	977.5	0.0%
	"Fulton County, GA"	"13121"	111166	16061998	692.1	845.5	0.2%
	"Gilmer County, GA"	"13123"	4503	486920	924.8	807.0	0.0%
	"Glascock County, GA"	"13125"	726	51866	1399.8	1065.2	0.0%
	"Glynn County, GA"	"13127"	13722	1368733	1002.5	871.8	0.0%
	"Gordon County, GA"	"13129"	8102	934464	867.0	971.8	0.0%
	"Grady County, GA"	"13131"	4489	440620	1018.8	943.9	0.0%
	"Greene County, GA"	"13133"	3142	282197	1113.4	877.9	0.0%
	"Gwinnett County, GA"	"13135"	56829	13562326	419.0	710.7	0.1%
	"Habersham County, GA"	"13137"	6738	733866	918.2	822.4	0.0%
	"Hall County, GA"	"13139"	21485	3051083	704.2	799.0	0.0%
	"Hancock County, GA"	"13141"	1803	170422	1058.0	940.3	0.0%
	"Haralson County, GA"	"13143"	5726	501464	1141.9	1083.8	0.0%
	"Harris County, GA"	"13145"	4052	529772	764.9	755.4	0.0%
	"Hart County, GA"	"13147"	5023	442004	1136.4	902.3	0.0%
	"Heard County, GA"	"13149"	2010	206077	975.4	967.9	0.0%
	"Henry County, GA"	"13151"	19405	3229743	600.8	870.6	0.0%
	"Houston County, GA"	"13153"	16634	2382571	698.2	852.9	0.0%
	"Irwin County, GA"	"13155"	1895	173174	1094.3	931.1	0.0%
	"Jackson County, GA"	"13157"	8662	978182	885.5	994.7	0.0%
	"Jasper County, GA"	"13159"	2135	234330	911.1	933.6	0.0%
	"Jeff Davis County, GA"	"13161"	2746	254284	1079.9	1123.5	0.0%
	"Jefferson County, GA"	"13163"	3751	302206	1241.2	1092.9	0.0%
	"Jenkins County, GA"	"13165"	1773	155135	1142.9	1026.0	0.0%
	"Johnson County, GA"	"13167"	1800	172142	1045.6	907.9	0.0%
	"Jones County, GA"	"13169"	3783	489657	772.6	799.6	0.0%
	"Lamar County, GA"	"13171"	3324	312579	1063.4	1033.1	0.0%
	"Lanier County, GA"	"13173"	1366	162093	842.7	956.0	0.0%
	"Laurens County, GA"	"13175"	9090	846761	1073.5	954.0	0.0%
	"Lee County, GA"	"13177"	2875	491061	585.5	845.5	0.0%
	"Liberty County, GA"	"13179"	5350	1140652	469.0	905.7	0.0%
	"Lincoln County, GA"	"13181"	1639	145348	1127.6	970.6	0.0%
	"Long County, GA"	"13183"	1367	242723	563.2	853.0	0.0%
	"Lowndes County, GA"	"13185"	13912	1864026	746.3	941.5	0.0%
	"Lumpkin County, GA"	"13187"	3746	492037	761.3	846.7	0.0%
	"McDuffie County, GA"	"13189"	4211	386758	1088.8	1061.5	0.0%
	"McIntosh County, GA"	"13191"	2062	234069	880.9	752.2	0.0%
	"Macon County, GA"	"13193"	2743	255939	1071.7	1065.1	0.0%
	"Madison County, GA"	"13195"	4707	493332	954.1	976.9	0.0%
	"Marion County, GA"	"13197"	1392	145843	954.5	931.1	0.0%
	"Meriwether County, GA"	"13199"	4577	397901	1150.3	1008.2	0.0%
	"Miller County, GA"	"13201"	1490	110179	1352.3	989.8	0.0%
	"Mitchell County, GA"	"13205"	4235	421417	1004.9	976.3	0.0%
	"Monroe County, GA"	"13207"	4052	450461	899.5	856.1	0.0%
	"Montgomery County, GA"	"13209"	1436	160187	896.5	988.9	0.0%
	"Morgan County, GA"	"13211"	2919	309183	944.1	837.7	0.0%
	"Murray County, GA"	"13213"	5628	701957	801.8	996.1	0.0%
	"Muscogee County, GA"	"13215"	32654	3430505	951.9	1005.8	0.1%
	"Newton County, GA"	"13217"	11892	1605402	740.7	907.5	0.0%
	"Oconee County, GA"	"13219"	3381	554347	609.9	698.7	0.0%
	"Oglethorpe County, GA"	"13221"	2181	252924	862.3	812.5	0.0%
	"Paulding County, GA"	"13223"	11221	2229762	503.2	816.6	0.0%
	"Peach County, GA"	"13225"	4515	466051	968.8	1107.7	0.0%
	"Pickens County, GA"	"13227"	4758	499909	951.8	859.4	0.0%
	"Pierce County, GA"	"13229"	3342	317898	1051.3	1019.0	0.0%
	"Pike County, GA"	"13231"	2656	295566	898.6	943.8	0.0%
	"Polk County, GA"	"13233"	8231	725361	1134.7	1103.6	0.0%
	"Pulaski County, GA"	"13235"	2038	198318	1027.6	886.1	0.0%
	"Putnam County, GA"	"13237"	3672	367511	999.2	867.7	0.0%
	"Quitman County, GA"	"13239"	547	44573	1227.2	879.8	0.0%
	"Rabun County, GA"	"13241"	3334	287167	1161.0	829.8	0.0%
	"Randolph County, GA"	"13243"	1769	136633	1294.7	972.7	0.0%
	"Richmond County, GA"	"13245"	34590	3584953	964.9	1055.8	0.1%
	"Rockdale County, GA"	"13247"	10276	1452712	707.4	829.7	0.0%
	"Schley County, GA"	"13249"	691	81806	844.7	896.0	0.0%
	"Screven County, GA"	"13251"	3043	265138	1147.7	1003.9	0.0%
	"Seminole County, GA"	"13253"	2082	160416	1297.9	1013.0	0.0%
	"Spalding County, GA"	"13255"	11747	1117800	1050.9	1020.8	0.0%
	"Stephens County, GA"	"13257"	5946	461018	1289.8	1082.4	0.0%
	"Stewart County, GA"	"13259"	1272	102099	1245.8	1003.0	0.0%
	"Sumter County, GA"	"13261"	6078	583460	1041.7	997.6	0.0%
	"Talbot County, GA"	"13263"	1479	120036	1232.1	1067.1	0.0%
	"Taliaferro County, GA"	"13265"	484	32889	1471.6	987.8	0.0%
	"Tattnall County, GA"	"13267"	4133	430411	960.2	1041.4	0.0%
	"Taylor County, GA"	"13269"	1813	156462	1158.7	1021.6	0.0%
	"Telfair County, GA"	"13271"	2755	270279	1019.3	890.6	0.0%
	"Terrell County, GA"	"13273"	2107	177855	1184.7	1030.8	0.0%
	"Thomas County, GA"	"13275"	8756	791305	1106.5	949.6	0.0%
	"Tift County, GA"	"13277"	6709	712179	942.0	951.3	0.0%
	"Toombs County, GA"	"13279"	5252	481511	1090.7	1039.8	0.0%
	"Towns County, GA"	"13281"	2655	184552	1438.6	807.4	0.0%
	"Treutlen County, GA"	"13283"	1338	122439	1092.8	1009.5	0.0%
	"Troup County, GA"	"13285"	11720	1165655	1005.4	983.5	0.0%
	"Turner County, GA"	"13287"	1937	160740	1205.1	1058.9	0.0%
	"Twiggs County, GA"	"13289"	1919	170377	1126.3	1049.8	0.0%
	"Union County, GA"	"13291"	4733	365527	1294.8	784.4	0.0%
	"Upson County, GA"	"13293"	6351	488622	1299.8	1092.7	0.0%
	"Walker County, GA"	"13295"	13472	1188375	1133.6	1013.5	0.0%
	"Walton County, GA"	"13297"	11637	1389828	837.3	899.8	0.0%
	"Ware County, GA"	"13299"	7920	641458	1234.7	1032.3	0.0%
	"Warren County, GA"	"13301"	1478	106846	1383.3	1048.0	0.0%
	"Washington County, GA"	"13303"	4051	376737	1075.3	975.5	0.0%
	"Wayne County, GA"	"13305"	5184	520595	995.8	1027.6	0.0%
	"Webster County, GA"	"13307"	430	46929	916.3	748.7	0.0%
	"Wheeler County, GA"	"13309"	1113	128535	865.9	857.0	0.0%
	"White County, GA"	"13311"	4272	455094	938.7	809.3	0.0%
	"Whitfield County, GA"	"13313"	13627	1736440	784.8	884.8	0.0%
	"Wilcox County, GA"	"13315"	1837	160021	1148.0	1004.1	0.0%
	"Wilkes County, GA"	"13317"	2520	187371	1344.9	980.5	0.0%
	"Wilkinson County, GA"	"13319"	1997	175145	1140.2	1019.7	0.0%
	"Worth County, GA"	"13321"	3713	388443	955.9	887.4	0.0%
	"Hawaii County, HI"	"15001"	24898	3148262	790.8	679.7	0.1%
	"Honolulu County, HI"	"15003"	121052	16832407	719.2	609.8	0.3%
	"Kalawao County, HI"	"15005"	25	1963	1273.6	803.0	0.0%
	"Kauai County, HI"	"15007"	9006	1168749	770.6	627.4	0.0%
	"Maui County, HI"	"15009"	17312	2664334	649.8	618.5	0.0%
	"Ada County, ID"	"16001"	41163	6674317	616.7	696.8	0.1%
	"Adams County, ID"	"16003"	609	68222	892.7	674.2	0.0%
	"Bannock County, ID"	"16005"	11094	1440372	770.2	850.7	0.0%
	"Bear Lake County, ID"	"16007"	1140	109631	1039.9	799.6	0.0%
	"Benewah County, ID"	"16009"	1911	164030	1165.0	939.8	0.0%
	"Bingham County, ID"	"16011"	5605	790426	709.1	792.6	0.0%
	"Blaine County, ID"	"16013"	1605	374634	428.4	514.6	0.0%
	"Boise County, ID"	"16015"	775	124626	621.9	638.9	0.0%
	"Bonner County, ID"	"16017"	6574	715793	918.4	765.2	0.0%
	"Bonneville County, ID"	"16019"	12560	1752617	716.6	796.3	0.0%
	"Boundary County, ID"	"16021"	1803	190110	948.4	807.3	0.0%
	"Butte County, ID"	"16023"	479	49989	958.2	768.4	0.0%
	"Camas County, ID"	"16025"	110	19092	576.2	514.9	0.0%
	"Canyon County, ID"	"16027"	21588	3133366	689.0	768.4	0.0%
	"Caribou County, ID"	"16029"	1157	125652	920.8	788.4	0.0%
	"Cassia County, ID"	"16031"	3349	400838	835.5	797.1	0.0%
	"Clark County, ID"	"16033"	113	16775	673.6	773.0	0.0%
	"Clearwater County, ID"	"16035"	1776	156206	1137.0	802.8	0.0%
	"Custer County, ID"	"16037"	671	76036	882.5	675.8	0.0%
	"Elmore County, ID"	"16039"	2993	480916	622.4	826.3	0.0%
	"Franklin County, ID"	"16041"	1621	221826	730.8	703.6	0.0%
	"Fremont County, ID"	"16043"	1750	228114	767.2	771.8	0.0%
	"Gem County, ID"	"16045"	3323	293957	1130.4	827.4	0.0%
	"Gooding County, ID"	"16047"	2483	267160	929.4	794.3	0.0%
	"Idaho County, ID"	"16049"	3019	285887	1056.0	731.9	0.0%
	"Jefferson County, ID"	"16051"	2393	424361	563.9	720.1	0.0%
	"Jerome County, ID"	"16053"	2733	373993	730.8	802.0	0.0%
	"Kootenai County, ID"	"16055"	19351	2357179	820.9	743.8	0.0%
	"Latah County, ID"	"16057"	3871	661590	585.1	668.0	0.0%
	"Lemhi County, ID"	"16059"	1639	139897	1171.6	786.0	0.0%
	"Lewis County, ID"	"16061"	751	67514	1112.4	732.3	0.0%
	"Lincoln County, ID"	"16063"	661	86646	762.9	794.8	0.0%
	"Madison County, ID"	"16065"	2171	617192	351.8	714.8	0.0%
	"Minidoka County, ID"	"16067"	3147	356673	882.3	792.4	0.0%
	"Nez Perce County, ID"	"16069"	8121	696337	1166.2	831.6	0.0%
	"Oneida County, ID"	"16071"	710	75478	940.7	691.2	0.0%
	"Owyhee County, ID"	"16073"	1570	200976	781.2	764.3	0.0%
	"Payette County, ID"	"16075"	3475	395151	879.4	792.0	0.0%
	"Power County, ID"	"16077"	1034	136474	757.7	827.4	0.0%
	"Shoshone County, ID"	"16079"	3152	232749	1354.2	972.2	0.0%
	"Teton County, ID"	"16081"	607	156876	386.9	626.5	0.0%
	"Twin Falls County, ID"	"16083"	12272	1320573	929.3	819.3	0.0%
	"Valley County, ID"	"16085"	1145	164306	696.9	626.2	0.0%
	"Washington County, ID"	"16087"	2096	180507	1161.2	777.3	0.0%
	"Adams County, IL"	"17001"	14649	1210587	1210.1	826.6	0.0%
	"Alexander County, IL"	"17003"	2041	151298	1349.0	1044.2	0.0%
	"Bond County, IL"	"17005"	3160	317409	995.6	810.1	0.0%
	"Boone County, IL"	"17007"	6268	904582	692.9	753.8	0.0%
	"Brown County, IL"	"17009"	1048	124242	843.5	801.0	0.0%
	"Bureau County, IL"	"17011"	7116	625498	1137.7	770.9	0.0%
	"Calhoun County, IL"	"17013"	1080	91100	1185.5	767.6	0.0%
	"Carroll County, IL"	"17015"	3458	281776	1227.2	780.0	0.0%
	"Cass County, IL"	"17017"	2780	242908	1144.5	895.4	0.0%
	"Champaign County, IL"	"17019"	21371	3514637	608.1	706.5	0.0%
	"Christian County, IL"	"17021"	7454	625692	1191.3	849.8	0.0%
	"Clark County, IL"	"17023"	3741	297304	1258.3	889.0	0.0%
	"Clay County, IL"	"17025"	3223	250796	1285.1	880.5	0.0%
	"Clinton County, IL"	"17027"	5993	666611	899.0	752.2	0.0%
	"Coles County, IL"	"17029"	9079	956217	949.5	844.2	0.0%
	"Cook County, IL"	"17031"	752560	94396318	797.2	796.0	1.7%
	"Crawford County, IL"	"17033"	4210	358192	1175.3	861.9	0.0%
	"Cumberland County, IL"	"17035"	2146	198953	1078.6	801.4	0.0%
	"DeKalb County, IL"	"17037"	11681	1794860	650.8	757.6	0.0%
	"De Witt County, IL"	"17039"	3442	298624	1152.6	881.2	0.0%
	"Douglas County, IL"	"17041"	3567	358836	994.0	784.2	0.0%
	"DuPage County, IL"	"17043"	104130	16499374	631.1	651.0	0.2%
	"Edgar County, IL"	"17045"	4374	336830	1298.6	898.3	0.0%
	"Edwards County, IL"	"17047"	1452	121436	1195.7	850.7	0.0%
	"Effingham County, IL"	"17049"	6001	617549	971.7	798.0	0.0%
	"Fayette County, IL"	"17051"	4112	394063	1043.5	820.4	0.0%
	"Ford County, IL"	"17053"	3652	252393	1446.9	901.2	0.0%
	"Franklin County, IL"	"17055"	9940	708936	1402.1	1009.2	0.0%
	"Fulton County, IL"	"17057"	8387	668166	1255.2	863.2	0.0%
	"Gallatin County, IL"	"17059"	1503	104583	1437.1	992.2	0.0%
	"Greene County, IL"	"17061"	3024	252923	1195.6	872.9	0.0%
	"Grundy County, IL"	"17063"	6438	822654	782.6	810.8	0.0%
	"Hamilton County, IL"	"17065"	1909	151652	1258.8	837.9	0.0%
	"Hancock County, IL"	"17067"	3785	347324	1089.8	709.5	0.0%
	"Hardin County, IL"	"17069"	1164	80286	1449.8	1039.2	0.0%
	"Henderson County, IL"	"17071"	1518	135653	1119.0	763.3	0.0%
	"Henry County, IL"	"17073"	9600	906140	1059.4	775.1	0.0%
	"Iroquois County, IL"	"17075"	6940	540267	1284.6	864.3	0.0%
	"Jackson County, IL"	"17077"	8451	1072270	788.1	821.8	0.0%
	"Jasper County, IL"	"17079"	1882	176800	1064.5	770.0	0.0%
	"Jefferson County, IL"	"17081"	7801	706102	1104.8	866.3	0.0%
	"Jersey County, IL"	"17083"	4245	403860	1051.1	856.2	0.0%
	"Jo Daviess County, IL"	"17085"	4165	404758	1029.0	675.0	0.0%
	"Johnson County, IL"	"17087"	2172	230312	943.1	825.2	0.0%
	"Kane County, IL"	"17089"	49252	8725806	564.4	691.4	0.1%
	"Kankakee County, IL"	"17091"	19380	1968818	984.3	897.7	0.0%
	"Kendall County, IL"	"17093"	7693	1702476	451.9	670.8	0.0%
	"Knox County, IL"	"17095"	12323	960075	1283.5	885.3	0.0%
	"Lake County, IL"	"17097"	72803	12335472	590.2	687.7	0.2%
	"LaSalle County, IL"	"17099"	23066	2025247	1138.9	846.0	0.1%
	"Lawrence County, IL"	"17101"	3907	296494	1317.7	933.4	0.0%
	"Lee County, IL"	"17103"	6601	640687	1030.3	818.6	0.0%
	"Livingston County, IL"	"17105"	7520	696515	1079.7	825.7	0.0%
	"Logan County, IL"	"17107"	6004	548616	1094.4	839.6	0.0%
	"McDonough County, IL"	"17109"	5414	585061	925.4	770.9	0.0%
	"McHenry County, IL"	"17111"	32307	5294672	610.2	756.8	0.1%
	"McLean County, IL"	"17113"	19395	2955685	656.2	737.2	0.0%
	"Macon County, IL"	"17115"	21533	1996145	1078.7	834.1	0.0%
	"Macoupin County, IL"	"17117"	10396	861314	1207.0	854.4	0.0%
	"Madison County, IL"	"17119"	48510	4772586	1016.4	877.6	0.1%
	"Marion County, IL"	"17121"	9163	716626	1278.6	931.6	0.0%
	"Marshall County, IL"	"17123"	3015	227706	1324.1	853.3	0.0%
	"Mason County, IL"	"17125"	3457	269567	1282.4	886.8	0.0%
	"Massac County, IL"	"17127"	3771	273707	1377.8	953.5	0.0%
	"Menard County, IL"	"17129"	2251	226792	992.5	807.8	0.0%
	"Mercer County, IL"	"17131"	3140	297011	1057.2	750.2	0.0%
	"Monroe County, IL"	"17133"	4753	567301	837.8	713.7	0.0%
	"Montgomery County, IL"	"17135"	6480	541027	1197.7	845.0	0.0%
	"Morgan County, IL"	"17137"	7154	642842	1112.9	830.4	0.0%
	"Moultrie County, IL"	"17139"	3449	263823	1307.3	852.5	0.0%
	"Ogle County, IL"	"17141"	8533	943899	904.0	756.9	0.0%
	"Peoria County, IL"	"17143"	31993	3326763	961.7	828.4	0.1%
	"Perry County, IL"	"17145"	4461	402611	1108.0	866.0	0.0%
	"Piatt County, IL"	"17147"	2889	297415	971.4	748.0	0.0%
	"Pike County, IL"	"17149"	3788	299274	1265.7	804.0	0.0%
	"Pope County, IL"	"17151"	903	78548	1149.6	815.4	0.0%
	"Pulaski County, IL"	"17153"	1617	115320	1402.2	1026.3	0.0%
	"Putnam County, IL"	"17155"	1025	106956	958.3	726.4	0.0%
	"Randolph County, IL"	"17157"	6772	602019	1124.9	861.9	0.0%
	"Richland County, IL"	"17159"	3613	291115	1241.1	817.8	0.0%
	"Rock Island County, IL"	"17161"	27100	2655834	1020.4	791.1	0.1%
	"St. Clair County, IL"	"17163"	45440	4737809	959.1	903.8	0.1%
	"Saline County, IL"	"17165"	6849	457125	1498.3	1063.8	0.0%
	"Sangamon County, IL"	"17167"	33086	3502426	944.7	816.3	0.1%
	"Schuyler County, IL"	"17169"	1568	131984	1188.0	795.7	0.0%
	"Scott County, IL"	"17171"	1070	96487	1109.0	805.9	0.0%
	"Shelby County, IL"	"17173"	4355	402981	1080.7	736.8	0.0%
	"Stark County, IL"	"17175"	1468	109264	1343.5	840.6	0.0%
	"Stephenson County, IL"	"17177"	9508	858049	1108.1	753.9	0.0%
	"Tazewell County, IL"	"17179"	23949	2385478	1003.9	806.0	0.1%
	"Union County, IL"	"17181"	4190	321905	1301.6	934.8	0.0%
	"Vermilion County, IL"	"17183"	17309	1473502	1174.7	934.1	0.0%
	"Wabash County, IL"	"17185"	2496	219291	1138.2	797.0	0.0%
	"Warren County, IL"	"17187"	3548	323086	1098.2	812.5	0.0%
	"Washington County, IL"	"17189"	2942	266593	1103.6	800.2	0.0%
	"Wayne County, IL"	"17191"	3756	302642	1241.1	855.5	0.0%
	"White County, IL"	"17193"	4101	267054	1535.6	919.6	0.0%
	"Whiteside County, IL"	"17195"	11491	1057592	1086.5	794.1	0.0%
	"Will County, IL"	"17197"	65610	11331504	579.0	745.4	0.1%
	"Williamson County, IL"	"17199"	13481	1167715	1154.5	908.5	0.0%
	"Winnebago County, IL"	"17201"	47380	5178188	915.0	819.7	0.1%
	"Woodford County, IL"	"17203"	6453	677439	952.6	721.2	0.0%
	"Adams County, IN"	"18001"	5386	614934	875.9	732.1	0.0%
	"Allen County, IN"	"18003"	50380	6299067	799.8	800.0	0.1%
	"Bartholomew County, IN"	"18005"	12260	1362767	899.6	848.0	0.0%
	"Benton County, IN"	"18007"	1641	160933	1019.7	812.2	0.0%
	"Blackford County, IN"	"18009"	2718	235394	1154.7	890.1	0.0%
	"Boone County, IN"	"18011"	8157	977880	834.2	828.9	0.0%
	"Brown County, IN"	"18013"	2465	272670	904.0	773.2	0.0%
	"Carroll County, IN"	"18015"	3197	362472	882.0	731.4	0.0%
	"Cass County, IN"	"18017"	7290	708470	1029.0	857.5	0.0%
	"Clark County, IN"	"18019"	18593	1906878	975.0	955.0	0.0%
	"Clay County, IN"	"18021"	5390	481692	1119.0	938.2	0.0%
	"Clinton County, IN"	"18023"	6444	597731	1078.1	877.2	0.0%
	"Crawford County, IN"	"18025"	1994	193924	1028.2	952.3	0.0%
	"Daviess County, IN"	"18027"	5687	560158	1015.2	884.0	0.0%
	"Dearborn County, IN"	"18029"	7348	875361	839.4	832.1	0.0%
	"Decatur County, IN"	"18031"	4400	459555	957.4	844.3	0.0%
	"De Kalb County, IN"	"18033"	6578	750012	877.1	836.9	0.0%
	"Delaware County, IN"	"18035"	21329	2121722	1005.3	900.5	0.0%
	"Dubois County, IN"	"18037"	6770	745391	908.2	783.4	0.0%
	"Elkhart County, IN"	"18039"	27322	3492275	782.4	787.9	0.1%
	"Fayette County, IN"	"18041"	5473	440194	1243.3	989.7	0.0%
	"Floyd County, IN"	"18043"	12700	1323404	959.6	911.0	0.0%
	"Fountain County, IN"	"18045"	3616	311778	1159.8	889.6	0.0%
	"Franklin County, IN"	"18047"	3493	410969	849.9	782.0	0.0%
	"Fulton County, IN"	"18049"	4112	369535	1112.7	894.7	0.0%
	"Gibson County, IN"	"18051"	6186	598393	1033.8	837.1	0.0%
	"Grant County, IN"	"18053"	14291	1268879	1126.3	924.1	0.0%
	"Greene County, IN"	"18055"	6567	594051	1105.5	897.3	0.0%
	"Hamilton County, IN"	"18057"	21585	4535894	475.9	656.0	0.0%
	"Hancock County, IN"	"18059"	9546	1178620	809.9	820.1	0.0%
	"Harrison County, IN"	"18061"	5997	677706	884.9	845.4	0.0%
	"Hendricks County, IN"	"18063"	15724	2428944	647.4	746.0	0.0%
